flight_number,airline,passengers,arrival_date,arrival_time
4582,MQ,544,20130410,19000101105600
901,B6,1069,20130410,19000101112900
407,VX,2475,20130410,19000101115200
1443,US,541,20130410,19000101133500
4160,EV,748,20130410,19000101134800
4404,MQ,427,20130410,19000101142300
2177,US,214,20130410,19000101145800
2132,US,184,20130410,19000101155000
4975,EV,1008,20130410,19000101162700
963,DL,2475,20130410,19000101173400
1902,DL,1035,20130410,19000101180200
4410,MQ,213,20130410,19000101184700
2042,DL,746,20130410,19000101194200
706,DL,1521,20130410,19000101202400
1556,UA,2454,20130410,19000101203100
31,DL,2586,20130410,19000101212500
2019,AA,888,20130410,19000101231800
2116,US,184,20130411,19000101075800
815,WN,1411,20130411,19000101093600
1497,UA,1068,20130411,19000101101100
1429,DL,2248,20130411,19000101103300
453,UA,1085,20130411,19000101105000
2074,WN,725,20130411,19000101110200
4694,EV,645,20130411,19000101124200
673,UA,733,20130411,19000101135300
4118,EV,488,20130411,19000101143800
5712,EV,228,20130411,19000101151500
2132,US,184,20130411,19000101155800
186,US,2133,20130411,19000101162800
4579,MQ,544,20130411,19000101174300
545,UA,1372,20130411,19000101174600
1473,DL,963,20130411,19000101185200
4663,EV,416,20130411,19000101190500
314,UA,733,20130411,19000101193500
297,US,541,20130411,19000101201300
413,VX,2475,20130411,19000101201900
301,UA,1400,20130412,19000101005300
35,B6,1028,20130412,19000101015800
3879,9E,569,20130412,19000101094400
3521,9E,740,20130412,19000101101100
4478,MQ,502,20130412,19000101101100
407,VX,2475,20130412,19000101122100
1210,UA,1416,20130412,19000101125600
930,DL,1076,20130412,19000101141600
3341,9E,187,20130412,19000101141700
1131,DL,502,20130412,19000101144700
935,DL,746,20130412,19000101162600
12,B6,209,20130412,19000101180300
1482,UA,719,20130412,19000101210200
369,B6,1035,20130412,19000101212500
128,B6,266,20130413,19000101005300
1002,B6,187,20130413,19000101065800
32,UA,2475,20130413,19000101090400
421,UA,2565,20130413,19000101092200
4406,MQ,427,20130413,19000101120200
1031,DL,502,20130413,19000101124900
2010,WN,748,20130413,19000101144800
1639,DL,963,20130413,19000101154300
341,AA,733,20130413,19000101161400
2043,DL,760,20130413,19000101163600
4172,MQ,425,20130413,19000101164900
677,AA,1089,20130413,19000101171600
2347,DL,762,20130413,19000101173200
2088,WN,1605,20130413,19000101174800
63,B6,1005,20130413,19000101175600
4,DL,944,20130413,19000101183200
847,DL,762,20130413,19000101185700
157,B6,944,20130413,19000101191500
394,UA,2565,20130413,19000101191700
31,DL,2586,20130413,19000101210000
393,B6,950,20130413,19000101210800
119,AA,2454,20130413,19000101214900
4695,EV,209,20130413,19000101222200
3783,MQ,483,20130413,19000101225200
809,UA,1400,20130414,19000101013500
701,AA,1089,20130414,19000101085600
763,UA,1620,20130414,19000101094900
413,AA,1598,20130414,19000101102400
4097,EV,1092,20130414,19000101105300
1871,AA,1096,20130414,19000101124900
4485,MQ,479,20130414,19000101130400
19,AA,2475,20130414,19000101134400
32,B6,264,20130414,19000101142300
2044,DL,1096,20130414,19000101144400
1552,DL,1080,20130414,19000101144800
4564,MQ,502,20130414,19000101145900
418,UA,2227,20130414,19000101180300
1769,AA,1089,20130414,19000101182600
1473,DL,963,20130414,19000101183300
994,UA,719,20130414,19000101191700
3730,MQ,719,20130414,19000101195300
4295,EV,1092,20130414,19000101203500
4329,EV,746,20130414,19000101211500
3370,9E,427,20130414,19000101213100
4584,MQ,544,20130414,19000101225800
1615,UA,1504,20130414,19000101232400
1523,UA,1372,20130414,19000101232400
884,UA,2565,20130415,19000101002200
4241,EV,199,20130415,19000101074700
4398,EV,488,20130415,19000101092300
1547,DL,762,20130415,19000101093500
341,B6,1041,20130415,19000101103700
544,UA,733,20130415,19000101105000
991,B6,1028,20130415,19000101152400
4975,EV,1008,20130415,19000101164400
3825,EV,594,20130415,19000101170100
137,B6,1074,20130415,19000101184000
3819,EV,746,20130415,19000101185700
1502,UA,1400,20130415,19000101193700
722,FL,762,20130415,19000101194900
145,AA,2446,20130415,19000101202200
1130,UA,1372,20130415,19000101230500
383,B6,1076,20130416,19000101002700
727,B6,1576,20130416,19000101032500
5716,EV,228,20130416,19000101072100
3938,WN,888,20130416,19000101074800
2116,US,184,20130416,19000101080300
5790,EV,533,20130416,19000101095900
2047,DL,762,20130416,19000101102500
397,UA,2586,20130416,19000101115200
1653,UA,1608,20130416,19000101115400
515,DL,1096,20130416,19000101115700
2319,DL,1020,20130416,19000101121600
545,B6,1023,20130416,19000101130700
1031,DL,502,20130416,19000101130700
1006,B6,187,20130416,19000101135200
5670,EV,488,20130416,19000101142200
1131,DL,502,20130416,19000101143000
721,FL,397,20130416,19000101160900
2183,US,214,20130416,19000101175300
4702,EV,445,20130416,19000101180200
674,UA,1023,20130416,19000101192100
695,AA,1521,20130416,19000101211800
245,DL,2153,20130416,19000101215000
21,B6,1005,20130416,19000101224700
731,DL,502,20130417,19000101075000
2163,US,214,20130417,19000101075100
707,AA,1389,20130417,19000101083500
361,B6,1035,20130417,19000101100700
569,UA,1620,20130417,19000101110400
901,B6,1069,20130417,19000101113600
57,B6,1028,20130417,19000101114000
1581,UA,2402,20130417,19000101123500
1200,UA,2454,20130417,19000101132700
1430,UA,1400,20130417,19000101133700
2126,US,184,20130417,19000101134800
1174,B6,200,20130417,19000101135100
4553,MQ,419,20130417,19000101141300
2043,DL,760,20130417,19000101162200
1067,UA,2565,20130417,19000101171400
3819,EV,746,20130417,19000101183700
4997,EV,488,20130417,19000101184800
1101,UA,2475,20130417,19000101194300
1726,UA,2425,20130417,19000101203300
4657,MQ,762,20130417,19000101210500
3826,9E,636,20130417,19000101212300
1020,B6,187,20130417,19000101214700
2370,DL,1035,20130417,19000101215100
1548,UA,200,20130417,19000101221500
951,DL,760,20130417,19000101224800
4700,EV,529,20130417,19000101230200
4617,MQ,431,20130417,19000101230200
645,B6,2586,20130417,19000101232900
112,B6,301,20130418,19000101000500
415,VX,2475,20130418,19000101002500
1020,B6,187,20130418,19000101004800
11,B6,1069,20130418,19000101023400
30,B6,264,20130418,19000101023800
707,B6,1598,20130418,19000101035300
1507,US,529,20130418,19000101075900
4599,MQ,1020,20130418,19000101081200
575,DL,746,20130418,19000101084300
4233,EV,266,20130418,19000101092400
1879,DL,1076,20130418,19000101095400
2119,DL,1020,20130418,19000101103800
1271,DL,1069,20130418,19000101111300
883,B6,944,20130418,19000101122400
1357,AA,1598,20130418,19000101131200
370,UA,1416,20130418,19000101133700
235,UA,1605,20130418,19000101150200
348,FL,762,20130418,19000101153000
596,UA,2565,20130418,19000101154000
721,FL,397,20130418,19000101154400
4323,EV,416,20130418,19000101170000
4181,EV,1092,20130418,19000101171600
1600,UA,2454,20130418,19000101180400
1085,B6,541,20130418,19000101191200
161,DL,2248,20130418,19000101191600
1112,UA,1400,20130418,19000101194400
4626,MQ,479,20130418,19000101195500
503,DL,2446,20130418,19000101202200
4569,MQ,431,20130418,19000101205300
1394,DL,2454,20130418,19000101205600
21,B6,1005,20130418,19000101223800
4573,MQ,502,20130418,19000101225500
1596,WN,872,20130418,19000101235100
3852,EV,282,20130419,19000101010700
717,WN,1411,20130419,19000101014500
4626,MQ,479,20130419,19000101014900
4576,MQ,544,20130419,19000101081000
4220,9E,427,20130419,19000101101700
33,AA,2475,20130419,19000101102600
553,B6,1068,20130419,19000101105100
313,AA,733,20130419,19000101110400
517,B6,937,20130419,19000101115000
57,B6,1028,20130419,19000101123800
19,AA,2475,20130419,19000101132600
1895,US,529,20130419,19000101144800
602,B6,273,20130419,19000101145800
2099,AA,1096,20130419,19000101151600
4862,EV,748,20130419,19000101154600
236,UA,1605,20130419,19000101173900
63,B6,1005,20130419,19000101180100
539,DL,1626,20130419,19000101192200
3523,9E,740,20130419,19000101192900
1053,UA,404,20130419,19000101194200
347,B6,1041,20130419,19000101200200
27,VX,2586,20130419,19000101204300
1057,US,529,20130420,19000101083000
461,DL,762,20130420,19000101083600
708,UA,2454,20130420,19000101091100
4636,EV,199,20130420,19000101110900
1273,B6,636,20130420,19000101112800
179,AA,2586,20130420,19000101130800
695,DL,944,20130420,19000101142500
753,AA,1389,20130420,19000101161900
1420,UA,2227,20130420,19000101162200
375,B6,1076,20130420,19000101162300
1708,UA,1608,20130420,19000101171700
5745,EV,229,20130420,19000101182200
849,UA,2227,20130420,19000101182200
2143,DL,760,20130420,19000101182400
1459,DL,1587,20130420,19000101205100
4127,9E,228,20130420,19000101205700
1769,AA,1089,20130420,19000101221700
155,B6,944,20130420,19000101223800
1067,UA,1085,20130420,19000101223800
713,B6,1598,20130421,19000101020900
1965,US,529,20130421,19000101084000
709,B6,1598,20130421,19000101092600
4625,EV,628,20130421,19000101100400
1592,UA,937,20130421,19000101100500
201,B6,1069,20130421,19000101103700
269,DL,1089,20130421,19000101111200
161,VX,2454,20130421,19000101120600
4711,EV,872,20130421,19000101121400
4471,MQ,431,20130421,19000101121700
398,UA,2565,20130421,19000101121900
4661,MQ,764,20130421,19000101130900
2219,DL,1020,20130421,19000101133500
4431,MQ,431,20130421,19000101140200
1697,DL,488,20130421,19000101141100
4491,MQ,419,20130421,19000101150100
127,B6,937,20130421,19000101164300
4704,EV,628,20130421,19000101164800
117,AA,2475,20130421,19000101165500
343,AA,733,20130421,19000101181100
1102,UA,719,20130421,19000101184200
615,B6,828,20130421,19000101201100
1459,DL,1587,20130421,19000101202700
3334,9E,340,20130421,19000101203200
391,B6,950,20130421,19000101214100
130,B6,301,20130421,19000101215300
665,UA,2454,20130421,19000101222300
2391,DL,1005,20130422,19000101010000
104,B6,301,20130422,19000101010400
5716,EV,228,20130422,19000101071700
3432,9E,213,20130422,19000101095600
1176,UA,200,20130422,19000101110200
1643,UA,1605,20130422,19000101115100
272,UA,719,20130422,19000101120700
486,UA,2227,20130422,19000101123300
212,UA,1023,20130422,19000101130700
4471,MQ,431,20130422,19000101140500
3867,9E,569,20130422,19000101145300
415,UA,733,20130422,19000101151700
315,DL,1598,20130422,19000101165600
4381,EV,488,20130422,19000101174700
3853,EV,463,20130422,19000101180100
4294,EV,708,20130422,19000101184100
4525,MQ,1147,20130422,19000101190900
512,UA,2586,20130422,19000101203400
3730,MQ,719,20130422,19000101203800
1637,UA,997,20130422,19000101205300
419,F9,1620,20130422,19000101220000
1574,UA,1065,20130422,19000101232500
4695,EV,209,20130423,19000101000600
399,B6,950,20130423,19000101014300
3835,EV,319,20130423,19000101080500
4125,EV,445,20130423,19000101090000
387,UA,2454,20130423,19000101093100
2171,US,214,20130423,19000101133400
4431,MQ,431,20130423,19000101141500
1685,DL,950,20130423,19000101161500
4491,MQ,419,20130423,19000101162900
917,B6,740,20130423,19000101173100
4267,EV,708,20130423,19000101173300
4622,MQ,764,20130423,19000101173600
4309,MQ,665,20130423,19000101181000
689,UA,733,20130423,19000101191000
4202,EV,872,20130423,19000101191200
1053,UA,404,20130423,19000101192900
155,B6,944,20130423,19000101215800
3783,MQ,483,20130423,19000101221200
3267,EV,284,20130423,19000101222700
4204,EV,1325,20130423,19000101230200
1244,UA,1608,20130424,19000101002700
771,UA,2475,20130424,19000101022200
4555,MQ,479,20130424,19000101025900
2165,DL,1008,20130424,19000101094800
303,UA,2586,20130424,19000101095300
4645,EV,1134,20130424,19000101102300
611,B6,828,20130424,19000101103500
600,B6,273,20130424,19000101110300
3608,9E,94,20130424,19000101110600
3521,9E,740,20130424,19000101111900
29,US,2153,20130424,19000101124600
703,UA,2475,20130424,19000101142200
1025,UA,404,20130424,19000101161100
935,DL,746,20130424,19000101162800
209,B6,2465,20130424,19000101165500
4333,MQ,340,20130424,19000101174800
716,FL,762,20130424,19000101190600
161,DL,2248,20130424,19000101191600
140,US,2133,20130424,19000101195000
1596,WN,872,20130424,19000101195400
1545,WN,1167,20130424,19000101211800
4085,EV,645,20130424,19000101215900
645,B6,2586,20130425,19000101000500
4220,9E,427,20130425,19000101105400
4097,EV,1092,20130425,19000101112900
403,B6,1598,20130425,19000101120800
517,UA,997,20130425,19000101130300
4581,EV,416,20130425,19000101134100
602,B6,273,20130425,19000101145700
2152,WN,748,20130425,19000101145900
1010,B6,187,20130425,19000101155900
2099,AA,1096,20130425,19000101161600
1708,UA,1608,20130425,19000101165000
1134,UA,719,20130425,19000101174300
1813,AA,944,20130425,19000101175300
545,UA,1372,20130425,19000101180900
4447,MQ,431,20130425,19000101190200
689,UA,733,20130425,19000101200500
3962,WN,725,20130425,19000101203400
3542,9E,1029,20130425,19000101203800
3403,9E,1113,20130425,19000101205800
645,B6,2586,20130426,19000101001800
4333,EV,1215,20130426,19000101002500
4584,MQ,544,20130426,19000101010700
1002,B6,187,20130426,19000101065100
707,AA,1389,20130426,19000101083700
831,DL,502,20130426,19000101091800
413,AA,1598,20130426,19000101102200
2165,DL,1008,20130426,19000101103800
914,DL,1620,20130426,19000101104800
4360,EV,319,20130426,19000101121300
327,AA,733,20130426,19000101131900
375,B6,1076,20130426,19000101132700
4511,EV,246,20130426,19000101134600
695,DL,944,20130426,19000101135000
3815,EV,284,20130426,19000101135900
5679,EV,463,20130426,19000101140200
1605,UA,719,20130426,19000101143900
3638,9E,94,20130426,19000101145900
356,UA,2133,20130426,19000101150900
1054,UA,2454,20130426,19000101162400
917,B6,740,20130426,19000101173600
5676,EV,1008,20130426,19000101190200
1627,UA,1023,20130426,19000101195300
884,DL,1620,20130426,19000101201800
489,UA,2565,20130426,19000101205700
951,DL,760,20130426,19000101211300
1491,US,544,20130426,19000101220400
1574,UA,1065,20130426,19000101232500
4276,EV,116,20130426,19000101235300
677,B6,2475,20130427,19000101000900
602,UA,1605,20130427,19000101083900
3816,EV,319,20130427,19000101090600
2165,DL,1008,20130427,19000101094100
59,B6,1005,20130427,19000101115000
1277,US,544,20130427,19000101121100
401,DL,746,20130427,19000101140200
1131,DL,502,20130427,19000101144600
262,UA,1085,20130427,19000101151000
527,WN,764,20130427,19000101152900
841,UA,2475,20130427,19000101183200
139,B6,1074,20130427,19000101194700
4674,MQ,419,20130427,19000101195000
17,DL,2475,20130427,19000101201600
711,B6,2248,20130427,19000101204400
177,AA,2586,20130427,19000101210100
39,B6,1028,20130427,19000101223600
21,AA,2475,20130427,19000101225600
1069,B6,1521,20130428,19000101000300
4368,EV,533,20130428,19000101005000
763,UA,1620,20130428,19000101092000
3611,9E,340,20130428,19000101100400
361,B6,1035,20130428,19000101112400
1427,US,541,20130428,19000101120400
1191,UA,1065,20130428,19000101121400
4661,MQ,764,20130428,19000101132000
695,DL,944,20130428,19000101135200
743,AA,1389,20130428,19000101150900
1708,UA,1608,20130428,19000101163300
3400,9E,745,20130428,19000101174100
675,B6,2475,20130428,19000101191900
4663,EV,416,20130428,19000101191900
1568,UA,1023,20130428,19000101192000
706,DL,1521,20130428,19000101201200
4569,MQ,431,20130428,19000101205800
7,AS,2402,20130428,19000101213100
155,B6,944,20130428,19000101220100
677,B6,2475,20130428,19000101232800
404,WN,738,20130429,19000101075300
696,UA,1416,20130429,19000101081600
575,DL,746,20130429,19000101085400
2285,DL,950,20130429,19000101095000
32,UA,2475,20130429,19000101101000
1400,UA,937,20130429,19000101110500
1747,DL,762,20130429,19000101114500
517,B6,937,20130429,19000101115300
57,B6,1028,20130429,19000101115400
731,AA,1389,20130429,19000101124300
4431,MQ,431,20130429,19000101135200
1697,DL,488,20130429,19000101142100
695,DL,944,20130429,19000101142800
1708,UA,1608,20130429,19000101164200
35,US,2153,20130429,19000101181100
4681,EV,277,20130429,19000101182500
1779,DL,1076,20130429,19000101182800
716,FL,762,20130429,19000101185400
4,DL,944,20130429,19000101191700
141,DL,1069,20130429,19000101192900
503,DL,2446,20130429,19000101195300
143,B6,1028,20130429,19000101201100
985,DL,187,20130429,19000101211400
3783,MQ,483,20130429,19000101212500
1066,UA,200,20130429,19000101232600
97,B6,1626,20130429,19000101233400
1002,B6,187,20130430,19000101073100
848,UA,2133,20130430,19000101083800
219,B6,541,20130430,19000101101800
321,AA,733,20130430,19000101115800
438,UA,1065,20130430,19000101124900
1031,DL,502,20130430,19000101131700
1707,UA,997,20130430,19000101141400
4530,EV,1092,20130430,19000101141600
1473,DL,963,20130430,19000101184200
3819,EV,746,20130430,19000101184200
3285,9E,509,20130430,19000101200900
1165,UA,2454,20130430,19000101202300
4127,9E,228,20130430,19000101210600
490,WN,711,20130430,19000101212600
3370,9E,427,20130430,19000101213400
3395,9E,213,20130430,19000101215100
1241,UA,997,20130430,19000101225500
97,B6,1626,20130430,19000101232700
4252,EV,725,20130501,19000101072000
4548,EV,416,20130501,19000101094300
319,AA,733,20130501,19000101110600
1,AA,2475,20130501,19000101112700
1885,DL,950,20130501,19000101115900
3832,EV,284,20130501,19000101145900
525,B6,937,20130501,19000101163000
1601,B6,1080,20130501,19000101163600
719,UA,200,20130501,19000101171000
3523,9E,740,20130501,19000101172400
618,B6,273,20130501,19000101183300
4601,MQ,431,20130501,19000101191100
2457,DL,1182,20130501,19000101212700
399,B6,950,20130501,19000101232400
3834,EV,642,20130501,19000101235100
112,B6,301,20130502,19000101001200
2161,US,214,20130502,19000101065000
35,WN,1605,20130502,19000101091400
27,B6,1005,20130502,19000101091700
1949,AA,2248,20130502,19000101093900
2395,DL,1035,20130502,19000101110700
717,AA,1389,20130502,19000101111400
972,WN,1504,20130502,19000101123300
19,AA,2475,20130502,19000101125900
318,UA,1400,20130502,19000101162800
4172,MQ,425,20130502,19000101163100
2134,US,184,20130502,19000101170600
1635,AA,1598,20130502,19000101181800
345,AA,733,20130502,19000101182000
1593,UA,937,20130502,19000101182400
4517,EV,1008,20130502,19000101193300
3730,MQ,719,20130502,19000101194400
975,DL,335,20130502,19000101204400
1491,US,544,20130502,19000101205300
292,UA,2454,20130502,19000101233700
3843,EV,266,20130503,19000101091700
1216,UA,1608,20130503,19000101114900
313,AA,733,20130503,19000101122300
1624,UA,1065,20130503,19000101124200
368,UA,1167,20130503,19000101145900
505,B6,1065,20130503,19000101154800
3393,9E,213,20130503,19000101161200
4172,MQ,425,20130503,19000101171700
522,UA,733,20130503,19000101173600
4576,EV,605,20130503,19000101174200
4601,MQ,431,20130503,19000101191600
4059,9E,549,20130503,19000101200900
2457,DL,1182,20130503,19000101213700
353,AA,733,20130503,19000101221900
1464,UA,2425,20130503,19000101224100
415,VX,2475,20130503,19000101231500
1362,WN,725,20130504,19000101075800
696,UA,1620,20130504,19000101093600
527,UA,1416,20130504,19000101093600
397,UA,2586,20130504,19000101110000
4234,EV,529,20130504,19000101111100
77,B6,1069,20130504,19000101122200
343,UA,997,20130504,19000101132500
1275,DL,1990,20130504,19000101132700
4299,EV,199,20130504,19000101170800
2347,DL,762,20130504,19000101173500
550,UA,1400,20130504,19000101174800
1585,DL,950,20130504,19000101202400
1491,US,544,20130504,19000101203500
3691,9E,636,20130504,19000101211700
169,VX,2454,20130504,19000101213100
1288,US,541,20130505,19000101080700
389,B6,950,20130505,19000101085500
1949,AA,2248,20130505,19000101090400
1625,WN,725,20130505,19000101104500
1170,UA,1065,20130505,19000101130800
522,UA,733,20130505,19000101140400
3381,9E,187,20130505,19000101142500
1705,UA,1400,20130505,19000101143100
1010,UA,2434,20130505,19000101145600
3841,EV,209,20130505,19000101150200
4163,EV,1008,20130505,19000101150400
4605,MQ,431,20130505,19000101151900
438,WN,2133,20130505,19000101161300
23,VX,2586,20130505,19000101162300
4403,MQ,427,20130505,19000101165000
2134,US,184,20130505,19000101170100
854,AA,187,20130505,19000101170700
1492,UA,719,20130505,19000101172700
527,B6,937,20130505,19000101203400
4278,EV,602,20130505,19000101211500
17,DL,2475,20130505,19000101211700
4543,EV,1017,20130505,19000101213100
3403,9E,1113,20130505,19000101224500
1544,UA,733,20130506,19000101071800
1010,B6,187,20130506,19000101073700
1531,UA,404,20130506,19000101080000
589,UA,2133,20130506,19000101083400
1235,UA,2565,20130506,19000101084000
361,B6,1035,20130506,19000101101700
281,B6,944,20130506,19000101102800
4582,MQ,544,20130506,19000101111000
1529,DL,2248,20130506,19000101122200
700,UA,2454,20130506,19000101124100
3421,WN,764,20130506,19000101124200
695,DL,944,20130506,19000101135000
745,AA,1389,20130506,19000101153600
1394,DL,2454,20130506,19000101200400
4695,EV,209,20130506,19000101222700
165,B6,2454,20130506,19000101230400
415,VX,2475,20130506,19000101234600
181,B6,2446,20130507,19000101110700
1004,B6,187,20130507,19000101111400
319,AA,733,20130507,19000101111500
717,AA,1389,20130507,19000101112300
77,B6,1069,20130507,19000101121500
2219,DL,1020,20130507,19000101132300
66,B6,301,20130507,19000101134700
4431,MQ,431,20130507,19000101140100
1002,B6,187,20130507,19000101145700
368,UA,1167,20130507,19000101150200
5148,EV,585,20130507,19000101161700
4205,9E,184,20130507,19000101161800
366,FL,762,20130507,19000101162700
4555,EV,642,20130507,19000101175300
525,B6,937,20130507,19000101175700
681,US,2133,20130507,19000101181600
2356,DL,94,20130507,19000101184400
3828,EV,488,20130507,19000101190300
675,B6,2475,20130507,19000101191000
1705,UA,1416,20130507,19000101193600
1762,AA,187,20130507,19000101205900
169,VX,2454,20130507,19000101215400
1069,B6,1521,20130507,19000101230400
4700,EV,529,20130508,19000101011100
1109,B6,427,20130508,19000101021100
1431,US,529,20130508,19000101062000
4535,EV,1008,20130508,19000101084400
203,B6,2248,20130508,19000101094200
1688,UA,733,20130508,19000101113200
972,WN,1504,20130508,19000101123900
327,AA,733,20130508,19000101124700
4681,EV,212,20130508,19000101145300
330,UA,1416,20130508,19000101164200
4403,MQ,427,20130508,19000101170200
759,AA,1389,20130508,19000101181800
4309,MQ,665,20130508,19000101183200
537,B6,997,20130508,19000101190800
695,AA,1521,20130508,19000101200900
6,DL,1990,20130508,19000101232600
917,B6,740,20130508,19000101235400
1919,DL,1020,20130509,19000101074700
3052,WN,711,20130509,19000101092500
1879,DL,1076,20130509,19000101100000
647,AA,1089,20130509,19000101122100
4376,EV,416,20130509,19000101131800
1303,B6,228,20130509,19000101133700
4129,EV,199,20130509,19000101144500
1601,B6,1080,20130509,19000101160200
3867,9E,569,20130509,19000101161500
1925,AA,1096,20130509,19000101174100
343,AA,733,20130509,19000101175700
4,DL,944,20130509,19000101183800
884,DL,1620,20130509,19000101201200
3135,WN,738,20130509,19000101204800
4998,EV,1107,20130509,19000101213400
2370,DL,1035,20130509,19000101213600
2391,DL,1005,20130509,19000101214400
509,B6,1065,20130509,19000101223900
1709,AA,1096,20130509,19000101231500
1430,UA,733,20130510,19000101084700
831,DL,502,20130510,19000101090800
743,UA,2454,20130510,19000101093600
717,B6,1598,20130510,19000101120000
3381,9E,187,20130510,19000101132000
4243,EV,266,20130510,19000101135500
1493,UA,2454,20130510,19000101141200
4129,EV,199,20130510,19000101141400
1002,B6,187,20130510,19000101145700
1033,AA,1372,20130510,19000101153300
1635,AA,1598,20130510,19000101183100
4255,MQ,765,20130510,19000101191300
1265,UA,200,20130510,19000101205600
4348,EV,1092,20130510,19000101210200
245,DL,2153,20130510,19000101221800
4536,EV,569,20130510,19000101223000
517,B6,937,20130511,19000101083400
219,B6,541,20130511,19000101104000
339,UA,2402,20130511,19000101112600
1201,UA,2475,20130511,19000101112700
3792,MQ,213,20130511,19000101120800
413,AA,1598,20130511,19000101120900
1847,DL,762,20130511,19000101122400
915,B6,740,20130511,19000101172300
161,DL,2248,20130511,19000101195000
133,AA,2475,20130511,19000101202200
359,B6,2465,20130511,19000101203300
4321,EV,1325,20130511,19000101205500
1461,DL,2475,20130511,19000101210200
119,AA,2454,20130511,19000101212300
1435,DL,1010,20130511,19000101225400
703,B6,1598,20130511,19000101232600
4323,EV,212,20130512,19000101070100
4143,EV,209,20130512,19000101085700
1424,UA,719,20130512,19000101101000
1357,AA,1598,20130512,19000101122900
51,HA,4983,20130512,19000101142800
1180,B6,200,20130512,19000101150600
4180,EV,529,20130512,19000101151300
1242,UA,2454,20130512,19000101154100
4205,9E,184,20130512,19000101154700
3318,9E,301,20130512,19000101163000
257,AA,2248,20130512,19000101192300
4569,MQ,431,20130512,19000101210400
1629,DL,2248,20130512,19000101210500
489,UA,1372,20130512,19000101230300
3267,EV,284,20130513,19000101002600
4672,EV,872,20130513,19000101004200
1919,DL,1020,20130513,19000101075400
4334,EV,463,20130513,19000101085600
397,UA,2586,20130513,19000101110900
1435,UA,719,20130513,19000101115400
4661,MQ,764,20130513,19000101125000
1605,UA,2227,20130513,19000101132200
587,UA,200,20130513,19000101141100
1947,DL,762,20130513,19000101141800
522,UA,733,20130513,19000101142200
4567,EV,1092,20130513,19000101144800
4666,EV,820,20130513,19000101150300
588,UA,200,20130513,19000101170200
537,B6,997,20130513,19000101175800
4120,9E,425,20130513,19000101184200
1467,AA,1096,20130513,19000101185800
4328,EV,1167,20130513,19000101191200
1307,B6,228,20130513,19000101194500
1043,DL,2422,20130513,19000101200600
5038,EV,866,20130513,19000101200700
3691,9E,636,20130513,19000101201800
1473,DL,963,20130513,19000101211700
1729,DL,2248,20130513,19000101231200
4252,EV,725,20130514,19000101072300
551,UA,200,20130514,19000101082300
1743,DL,760,20130514,19000101082700
1592,UA,937,20130514,19000101095500
4636,EV,199,20130514,19000101103600
3795,MQ,719,20130514,19000101112600
529,WN,872,20130514,19000101134300
522,UA,733,20130514,19000101141000
4605,MQ,431,20130514,19000101145900
4577,MQ,544,20130514,19000101152600
1899,US,544,20130514,19000101165600
2231,DL,502,20130514,19000101181100
4484,MQ,764,20130514,19000101193100
996,UA,2565,20130514,19000101193500
4674,MQ,419,20130514,19000101195300
647,B6,2586,20130514,19000101202700
975,DL,335,20130514,19000101213700
527,B6,937,20130514,19000101214300
155,B6,944,20130514,19000101215000
3450,9E,828,20130514,19000101220600
1431,US,529,20130515,19000101063000
4241,EV,199,20130515,19000101074500
1794,WN,1411,20130515,19000101091000
3052,WN,711,20130515,19000101091500
544,UA,733,20130515,19000101104600
5736,EV,229,20130515,19000101113500
75,US,2133,20130515,19000101115200
1180,B6,200,20130515,19000101145800
1042,UA,1400,20130515,19000101165500
1618,UA,997,20130515,19000101172800
2185,US,214,20130515,19000101191500
1053,UA,404,20130515,19000101192600
1731,UA,2227,20130515,19000101192900
543,AA,1089,20130515,19000101202100
3135,WN,738,20130515,19000101210500
1762,AA,187,20130515,19000101212100
4555,MQ,479,20130515,19000101214200
1604,UA,200,20130515,19000101222700
614,UA,1065,20130515,19000101232100
1289,US,96,20130516,19000101064700
5747,EV,229,20130516,19000101065800
709,UA,733,20130516,19000101070700
295,UA,1605,20130516,19000101085400
4534,MQ,1147,20130516,19000101090200
1169,UA,2475,20130516,19000101092300
361,B6,1035,20130516,19000101100500
135,B6,1074,20130516,19000101100600
341,B6,1041,20130516,19000101103200
1293,UA,719,20130516,19000101103700
335,UA,1065,20130516,19000101104700
4634,EV,605,20130516,19000101110000
1436,UA,937,20130516,19000101111400
1281,UA,2565,20130516,19000101130100
1172,UA,719,20130516,19000101142200
3638,9E,94,20130516,19000101151100
4309,MQ,665,20130516,19000101172800
572,UA,1416,20130516,19000101182900
1307,B6,228,20130516,19000101191300
4413,MQ,1147,20130516,19000101202200
4127,9E,228,20130516,19000101205000
269,AA,2422,20130516,19000101215300
5057,EV,292,20130516,19000101221100
171,B6,2521,20130516,19000101223400
1637,UA,997,20130516,19000101224600
112,B6,301,20130517,19000101001100
1686,UA,200,20130517,19000101072400
1794,WN,1411,20130517,19000101085700
4471,EV,529,20130517,19000101091300
577,UA,1416,20130517,19000101100100
341,B6,1041,20130517,19000101103500
3608,9E,94,20130517,19000101103900
2173,US,214,20130517,19000101131600
4990,EV,1107,20130517,19000101135000
4171,EV,799,20130517,19000101151700
677,AA,1089,20130517,19000101165300
285,UA,404,20130517,19000101165300
3410,9E,187,20130517,19000101172700
271,UA,997,20130517,19000101173000
4415,MQ,431,20130517,19000101182300
2183,US,214,20130517,19000101182300
